Provinsi,Kabupaten/Kota,Header
Papua,Kabupaten Dogiyai,distrik
Papua,Kabupaten Intan Jaya,distrik
Papua,Kabupaten Kepulauan Yapen,distrik
Papua,Kabupaten Mimika,nama distrik
Papua Barat,Kabupaten Fakfak,nama distrik
Papua Barat,Kabupaten Fakfak,ibukota
Papua Barat,Kabupaten Fakfak,luas
Papua Barat,Kabupaten Fakfak,kelurahan
Papua Barat,Kabupaten Fakfak,kampung
Papua Barat,Kabupaten Fakfak,nama distrik
Papua Barat,Kabupaten Fakfak,ibukota
Papua Barat,Kabupaten Fakfak,luas
Papua Barat,Kabupaten Fakfak,kelurahan
Papua Barat,Kabupaten Fakfak,kampung
Papua Barat,Kabupaten Manokwari,kota
Papua Barat,Kabupaten Manokwari,
Papua Barat,Kabupaten Manokwari,
Papua Barat,Kabupaten Sorong,nomor
Papua Barat,Kabupaten Sorong,distrik
Papua Barat,Kabupaten Teluk Bintuni,nama distrik
Papua Barat,Kabupaten Teluk Bintuni,ibukota
Papua Barat,Kabupaten Teluk Bintuni,nama distrik
Papua Barat,Kabupaten Teluk Bintuni,ibukota
